nro_registro_interno,fecha_ingreso_denuncia,tema,subtema,referido_tipo,nacionalidad,provincia,localidad,genero,edad_aparente,embarazada,discapacidad,provincia_indec_id
8425657505,2020-10-13,Trata,Traslado de personas,Victima directa,,,,Mujer,,No,,
525657505,2020-10-13,Trata,Traslado de personas,Victima directa,,,,Mujer,,No,,
535657505,2020-10-13,Trata,Explotación sexual,Acusado,,,,Hombre,,No,,
535657505,2020-10-13,Trata,Explotación sexual,Acusado,,Buenos Aires,,Hombre,,No,,06
4535657505,2020-10-14,Trata,"Explotación sexual niñas, niños y adolescentes",Acusado,,,,Hombre,,No,,
7535657505,2020-10-14,Trata,"Explotación laboral niñas, niños y adolescentes",Victima directa,,Buenos Aires,José C. Paz,Mujer,,No,,06
555657505,2020-10-15,Trata,Oferta laboral engañosa,Victima directa,,,,,,No,,
2555657505,2020-10-15,Trata,"Explotación sexual niñas, niños y adolescentes",Victima indirecta - familiar,Argentina,,ensenada,Mujer,,No,,
2555657505,2020-10-15,Trata,"Explotación sexual niñas, niños y adolescentes",Victima directa,Argentina,Buenos Aires,Ensenada,Mujer,,No,No,06
2555657505,2020-10-15,Trata,"Explotación sexual niñas, niños y adolescentes",Acusado,Argentina,Buenos Aires,Ensenada,Mujer,,No,,06
4555657505,2020-10-15,Trata,Persona desaparecida,Victima directa,Argentina,,,Mujer,14,No,,
5555657505,2020-10-15,Trata,"Explotación sexual niñas, niños y adolescentes",Acusado,Argentina,,,Mujer,45,No,,
5555657505,2020-10-15,Trata,"Explotación sexual niñas, niños y adolescentes",Victima directa,Argentina,,,Mujer,13,No,,
5555657505,2020-10-15,Trata,"Explotación sexual niñas, niños y adolescentes",Victima directa,Argentina,,,Mujer,18,No,,
4575657505,2020-10-16,Trata,Explotación laboral,Acusado,Venezuela,Buenos Aires,Tigre,Hombre,,No,,06
1575757505,2020-10-22,Trata,Explotación sexual,Acusado,,Catamarca,San Fernando del Valle de Catamarca,Mujer,34,No,,10
1575757505,2020-10-22,Trata,Explotación sexual,Acusado,,Catamarca,San Fernando del Valle de Catamarca,Mujer,21,No,,10
2575757505,2020-10-22,Trata,Publicidad de oferta sexual,Victima indirecta - familiar,Argentina,,,Mujer,,No,,
2575757505,2020-10-22,Trata,Publicidad de oferta sexual,Victima directa,Argentina,,,Mujer,17,No,,
7575757505,2020-10-23,Trata,Posible intento de secuestro,Victima directa,,,,Mujer,16,No,,
594848415,2020-10-24,Trata,Explotación laboral,Acusado,,Buenos Aires,Bahía Blanca,Hombre,,No,,06
594848415,2020-10-24,Trata,Explotación laboral,Acusado,,Buenos Aires,Bahía Blanca,Hombre,,No,,06
7594848415,2020-10-25,Trata,Explotación sexual,Acusado,Sin descripcion,Buenos Aires,Trujui,Mujer,,No,,06
7594848415,2020-10-25,Trata,Explotación sexual,Acusado,Sin descripcion,,,Hombre,,No,,
4505848415,2020-10-25,Trata,Explotación sexual,Acusado,Sin descripcion,,,Hombre,,No,,
7505848415,2020-10-25,Trata,Explotación laboral,Acusado,Bolivia,,,Hombre,42,No,,
3515848415,2020-10-26,Trata,Explotación laboral,Acusado,,,,Hombre,,No,,
2525848415,2020-10-26,Trata,Explotación sexual,Acusado,,,,Mujer,,No,,
2525848415,2020-10-26,Trata,Explotación sexual,Acusado,,,,Mujer,,No,,
2525848415,2020-10-26,Trata,Explotación sexual,Victima directa,,,,Mujer,,No,,
3525848415,2020-10-26,Trata,Explotación sexual,Acusado,,Buenos Aires,Mar del Plata,Hombre,,No,,06
5535848415,2020-10-27,Trata,"Explotación sexual niñas, niños y adolescentes",Acusado,Argentina,,,Mujer,,No,,
5535848415,2020-10-27,Trata,"Explotación sexual niñas, niños y adolescentes",Victima directa,Argentina,,,Mujer,,No,,
5535848415,2020-10-27,Trata,"Explotación sexual niñas, niños y adolescentes",Victima directa,Argentina,,,Mujer,,No,,
6535848415,2020-10-27,Trata,Posible captación,Victima directa,Argentina,,,Mujer,21,No,,
9455848415,2020-10-28,Trata,"Explotación laboral niñas, niños y adolescentes",Acusado,,Buenos Aires,Cañuelas,Mujer,62,No,,06
3555848415,2020-10-28,Trata,Explotación sexual,Victima directa,,,,,,No,,
1565848415,2020-10-29,Trata,Explotación sexual,Victima directa,Argentina,Buenos Aires,Ensenada,Mujer,,No,No,06
1565848415,2020-10-29,Trata,Explotación sexual,Victima indirecta - familiar,Argentina,,ensenada,Mujer,,No,,
1565848415,2020-10-29,Trata,Explotación sexual,Acusado,Argentina,Buenos Aires,Ensenada,Mujer,,No,,06
7565848415,2020-10-29,Trata,"Explotación laboral niñas, niños y adolescentes",Acusado,Argentina,,,Mujer,,No,,
7565848415,2020-10-29,Trata,"Explotación laboral niñas, niños y adolescentes",Acusado,,,,Hombre,,No,,
1575848415,2020-10-29,Trata,Reducción a la servidumbre o situaciones análogas,Victima directa,Argentina,,,Mujer,43,No,,
3594948415,2020-10-30,Trata,"Explotación sexual niñas, niños y adolescentes",Acusado,Argentina,Misiones,San Javier,Mujer,,No,,54
3594948415,2020-10-30,Trata,"Explotación sexual niñas, niños y adolescentes",Victima directa,Argentina,Misiones,San Javier,Mujer,,No,,54
9405948415,2020-10-30,Trata,Explotación sexual,Acusado,,Córdoba,Córdoba,Hombre,,No,,14
9405948415,2020-10-30,Trata,Explotación sexual,Acusado,Peru,,,Mujer,20,No,,
2505948415,2020-10-31,Trata,Explotación sexual,Acusado,,Córdoba,Córdoba,Hombre,,No,,14
2505948415,2020-10-31,Trata,Explotación sexual,Acusado,,,,Mujer,,No,,
2505948415,2020-10-31,Trata,Explotación sexual,Victima directa,,,,Mujer,,No,,
2505948415,2020-10-31,Trata,Explotación sexual,Victima indirecta - familiar,,Córdoba,Córdoba,Hombre,,No,,14
594948415,2020-10-30,Trata,"Explotación laboral niñas, niños y adolescentes",Victima directa,,,,Hombre,,No,,
6535948415,2020-11-02,Trata,Explotación laboral,Victima directa,Bolivia,,,Mujer,19,No,,
6545948415,2020-11-02,Trata,Explotación laboral,Victima directa,Bolivia,,,Mujer,,No,,
8455948415,2020-11-02,Trata,Explotación sexual,Acusado,,,,,,No,,
8465948415,2020-11-02,Trata,Otro,Acusado,,Santiago del Estero,Añatuya,Mujer,,No,,86
8465948415,2020-11-02,Trata,Otro,Acusado,,Santiago del Estero,Añatuya,Hombre,,No,,86
8465948415,2020-11-02,Trata,Otro,Victima directa,,,,Mujer,,No,,
4575948415,2020-11-03,Trata,Explotación sexual,Victima directa,,Buenos Aires,Tortuguitas,Mujer,,No,,06
4575948415,2020-11-03,Trata,Explotación sexual,Acusado,,Buenos Aires,Tortuguitas,Hombre,,No,,06
7584058415,2020-11-04,Trata,Explotación sexual,Victima directa,Peru,Córdoba,Córdoba,,,No,,14
505058415,2020-11-04,Trata,Privación ilegítima de la libertad,Acusado,,,,Hombre,,No,,
1505058415,2020-11-04,Trata,Explotación laboral,Acusado,,,,Hombre,,No,,
545058415,2020-11-06,Trata,Posible captación,Acusado,,,,,,No,,
545058415,2020-11-06,Trata,Posible captación,Acusado,,,,,,No,,
2545058415,2020-11-06,Trata,Persona desaparecida,Victima directa,,Córdoba,Río Cuarto,Mujer,,No,,14
2545058415,2020-11-06,Trata,Persona desaparecida,Victima directa,,Córdoba,Río Cuarto,Hombre,,No,,14
7555058415,2020-11-07,Trata,Posible captación,Victima directa,,Buenos Aires,,Mujer,,No,,06
7555058415,2020-11-07,Trata,Posible captación,Acusado,Chile,,,Hombre,19,No,,
6565058415,2020-11-08,Trata,Persona desaparecida,Victima directa,,,,,,No,,
3575058415,2020-11-08,Trata,"Explotación laboral niñas, niños y adolescentes",Acusado,Sin descripcion,Córdoba,Córdoba,Hombre,76,No,,14
3575058415,2020-11-08,Trata,"Explotación laboral niñas, niños y adolescentes",Acusado,Sin descripcion,Córdoba,Córdoba,Hombre,45,No,,14
1505158415,2020-11-09,Trata,Otro,Victima directa,,Santiago del Estero,Santiago del Estero,Mujer,,No,,86
1505158415,2020-11-09,Trata,Otro,Acusado,,Santiago del Estero,Santiago del Estero,Mujer,,No,,86
1535158415,2020-11-10,Trata,Explotación laboral,Victima directa,Argentina,,,Hombre,38,No,,
9435158415,2020-11-10,Trata,Servidumbre doméstica,Victima directa,Argentina,,,Mujer,37,No,,
2535158415,2020-11-10,Trata,Posible captación,Acusado,,Buenos Aires,Avellaneda,Hombre,50,No,,06
5545158415,2020-11-11,Trata,Oferta laboral engañosa,Acusado,,Buenos Aires,Isidro Casanova,Hombre,,No,,06
6545158415,2020-11-11,Trata,Explotación laboral,Victima directa,,,,Hombre,,No,,
6545158415,2020-11-11,Trata,Explotación laboral,Victima directa,,,,Hombre,,No,,
6545158415,2020-11-11,Trata,Explotación laboral,Victima directa,,,,Hombre,,No,,
6545158415,2020-11-11,Trata,Explotación laboral,Victima directa,,,,Hombre,,No,,
1555158415,2020-11-11,Trata,Explotación sexual,Victima directa,,,,Mujer,,No,,
1555158415,2020-11-11,Trata,Explotación sexual,Victima directa,,,,Mujer,,No,,
1555158415,2020-11-11,Trata,Explotación sexual,Victima directa,,,,Mujer,,No,,
1555158415,2020-11-11,Trata,Explotación sexual,Acusado,,,,Hombre,,No,,
8455158415,2020-11-11,Trata,Explotación laboral,Victima directa,,,,Mujer,,No,,
7565158415,2020-11-12,Trata,Explotación laboral,Victima directa,Argentina,Buenos Aires,Las Flores,Hombre,60,No,,06
7565158415,2020-11-12,Trata,Explotación laboral,Acusado,,,,Hombre,,No,,
5565158415,2020-11-12,Trata,Salud mental,Acusado,,,,Hombre,,No,,
9484258415,2020-11-13,Trata,"Explotación laboral niñas, niños y adolescentes",Acusado,,,,Mujer,,No,,
6584258415,2020-11-13,Trata,Explotación sexual,Acusado,,Buenos Aires,Ciudad Autónoma de Buenos Aires,Mujer,,No,,06
5594258415,2020-11-13,Trata,Posible captación,Acusado,,,,,,No,,
5594258415,2020-11-13,Trata,Posible captación,Victima directa,,,,,,No,,
2525258415,2020-11-15,Trata,Posible captación,Victima directa,Peru,Buenos Aires,Ciudad Autónoma de Buenos Aires,Mujer,20,No,,06
1584358415,2020-11-17,Trata,"Explotación sexual niñas, niños y adolescentes",Acusado,,Buenos Aires,San Nicolás de Los Arroyos,Hombre,50,No,,06
1584358415,2020-11-17,Trata,"Explotación sexual niñas, niños y adolescentes",Acusado,,Corrientes,Corrientes,Mujer,,No,,18
7535358415,2020-11-20,Trata,Persona desaparecida,Victima directa,,,,Hombre,25,No,,
8445358415,2020-11-20,Trata,Explotación sexual,Acusado,,Buenos Aires,,Mujer,,No,,06
545358415,2020-11-20,Trata,Explotación laboral,Acusado,,,,,,No,,
8475358415,2020-11-21,Trata,Explotación sexual,Acusado,,Buenos Aires,Chascomús,Hombre,,No,,06
7584458415,2020-11-22,Trata,Persona desaparecida,Victima directa,Uruguay,Buenos Aires,Buenos Aires,Mujer,16,No,Si,06
6565458415,2020-11-26,Trata,Venta de niños y otros delitos,Acusado,,Santa Fe,Rosario,Mujer,,No,,82
5575458415,2020-11-27,Trata,Explotación sexual,Victima directa,,,,Mujer,28,No,,
5575458415,2020-11-27,Trata,Explotación sexual,Acusado,,,,Hombre,,No,,
4584558415,2020-11-27,Trata,Explotación sexual,Acusado,,,,Hombre,,No,,
6505558415,2020-11-29,Trata,Persona desaparecida,Victima directa,Argentina,Buenos Aires,Lanús Este,Mujer,48,No,,06
6505558415,2020-11-29,Trata,Persona desaparecida,Victima indirecta - familiar,Argentina,Buenos Aires,Lanús Este,Mujer,24,No,,06
6505558415,2020-11-29,Trata,Persona desaparecida,Imputado,,,,Hombre,,No,,
6505558415,2020-11-29,Trata,Persona desaparecida,Victima indirecta - familiar,,,,Hombre,,No,,
6515558415,2020-11-29,Trata,Persona desaparecida,Victima directa,Argentina,Buenos Aires,Lanús Este,Mujer,,No,,06
2545558415,2020-12-01,Trata,Explotación sexual,Acusado,,Santa Fe,Rosario,Mujer,40,No,,82
9455558415,2020-12-01,Trata,Explotación sexual,Acusado,Argentina,,,Mujer,50,No,,
3555558415,2020-12-01,Trata,Explotación laboral,Victima directa,,,,Hombre,,No,,
3555558415,2020-12-01,Trata,Explotación laboral,Acusado,,,,Hombre,,No,,
4555558415,2020-12-01,Trata,Explotación sexual,Victima directa,Argentina,Santa Fe,Santa Fe,Mujer,,No,No,82
4555558415,2020-12-01,Trata,Explotación sexual,Acusado,,Santa Fe,Santa Fe,Hombre,,No,,82
2594658415,2020-12-03,Trata,Explotación laboral,Victima directa,,,,Hombre,26,No,,
2594658415,2020-12-03,Trata,Explotación laboral,Victima directa,,,,Hombre,23,No,,
2594658415,2020-12-03,Trata,Explotación laboral,Victima directa,,,,Hombre,22,No,,
2594658415,2020-12-03,Trata,Explotación laboral,Victima directa,,,,Hombre,24,No,,
2594658415,2020-12-03,Trata,Explotación laboral,Acusado,,,,Hombre,,No,,
5594658415,2020-12-03,Trata,Narcotráfico,Acusado,,,,,,No,,
5594658415,2020-12-03,Trata,Narcotráfico,Acusado,,,,,,No,,
9415658415,2020-12-04,Trata,Explotación laboral,Victima directa,,,,Hombre,,No,,
9415658415,2020-12-04,Trata,Explotación laboral,Victima directa,,,,Hombre,,No,,
9415658415,2020-12-04,Trata,Explotación laboral,Victima directa,,,,Hombre,,No,,
9415658415,2020-12-04,Trata,Explotación laboral,Victima directa,,,,Hombre,,No,,
9415658415,2020-12-04,Trata,Explotación laboral,Acusado,,,,Hombre,,No,,
515658415,2020-12-04,Trata,"Explotación laboral niñas, niños y adolescentes",Acusado,,,,Hombre,,No,,
7525658415,2020-12-04,Trata,Oferta laboral engañosa,Victima directa,,,,Mujer,,No,,
7525658415,2020-12-04,Trata,Oferta laboral engañosa,Acusado,,,,Mujer,,No,,
8435658415,2020-12-04,Trata,Explotación laboral,Acusado,,,,Hombre,,No,,
8455658415,2020-12-05,Trata,Explotación sexual,Acusado,,Buenos Aires,,Hombre,,No,,06
8455658415,2020-12-05,Trata,Explotación sexual,Victima directa,,Buenos Aires,Bella Vista,Mujer,,No,,06
3594758415,2020-12-08,Trata,Explotación sexual,Victima directa,,,,Mujer,,No,,
505758415,2020-12-08,Trata,Explotación laboral,Acusado,,,,Hombre,,No,,
505758415,2020-12-08,Trata,Explotación laboral,Acusado,,,,Mujer,,No,,
1505758415,2020-12-08,Trata,Explotación sexual,Acusado,,,,Mujer,,No,,
515758415,2020-12-09,Trata,Explotación sexual,Acusado,,Buenos Aires,,Hombre,,No,,06
515758415,2020-12-09,Trata,Explotación sexual,Victima directa,,,,Mujer,,No,,
7505758415,2020-12-09,Trata,Explotación sexual,Victima directa,,Buenos Aires,Florencio Varela,Mujer,,No,,06
7505758415,2020-12-09,Trata,Explotación sexual,Acusado,,,,Hombre,,No,,
1535758415,2020-12-10,Trata,Explotación laboral,Victima directa,Argentina,,,Hombre,,No,,
1535758415,2020-12-10,Trata,Explotación laboral,Victima directa,,,,Mujer,,No,,
1535758415,2020-12-10,Trata,Explotación laboral,Acusado,,,,Hombre,,No,,
4535758415,2020-12-10,Trata,Explotación sexual,Acusado,,,,Hombre,40,No,,
9445758415,2020-12-10,Trata,Posible captación,Victima directa,,,,Mujer,22,No,,
1545758415,2020-12-11,Trata,Explotación laboral,Victima directa,Argentina,Santiago del Estero,Villa Ojo de Agua,Hombre,52,No,,86
9455758415,2020-12-11,Trata,Pornografía infantil,Acusado,,,,Hombre,40,No,,
5555758415,2020-12-11,Trata,Explotación sexual,Acusado,,,,Hombre,0,No,,
7555758415,2020-12-11,Trata,"Explotación sexual niñas, niños y adolescentes",Victima directa,Argentina,Buenos Aires,Bella Vista,Mujer,15,No,,06
4565758415,2020-12-11,Trata,Explotación sexual,Acusado,,Córdoba,Córdoba,Hombre,37,No,,14
4565758415,2020-12-11,Trata,Explotación sexual,Victima directa,,Córdoba,Córdoba,Mujer,20,No,,14
8475758415,2020-12-12,Trata,Explotación sexual,Acusado,,Córdoba,Córdoba,Hombre,37,No,,14
8475758415,2020-12-12,Trata,Explotación sexual,Victima directa,,Córdoba,Córdoba,Mujer,20,No,,14
5594849415,2020-12-13,Trata,"Explotación laboral niñas, niños y adolescentes",Acusado,,,,Hombre,33,No,,
5594849415,2020-12-13,Trata,"Explotación laboral niñas, niños y adolescentes",Victima directa,,,,Mujer,15,No,,
5594849415,2020-12-13,Trata,"Explotación laboral niñas, niños y adolescentes",Victima directa,,,,Hombre,14,No,,
5594849415,2020-12-13,Trata,"Explotación laboral niñas, niños y adolescentes",Victima directa,,,,Hombre,11,No,,
5594849415,2020-12-13,Trata,"Explotación laboral niñas, niños y adolescentes",Victima directa,,,,Mujer,8,No,,
7505849415,2020-12-14,Trata,Explotación sexual,Acusado,,Mendoza,SAN JOSE DE GUAYMALLEN,Travesti,45,No,,50
7525849415,2020-12-14,Trata,Explotación sexual,Acusado,,Buenos Aires,Bahía Blanca,,40,No,,06
535849415,2020-12-15,Trata,Explotación sexual,Acusado,,,,,45,No,,
7535849415,2020-12-15,Trata,Persona desaparecida,Victima directa,,Santa Fe,Villa Gobernador Galvez,Mujer,16,No,,82
1545849415,2020-12-15,Trata,Explotación laboral,Acusado,Argentina,,,Hombre,42,No,,
5545849415,2020-12-15,Trata,Posible intento de secuestro,Acusado,,,,Hombre,30,No,,
8455849415,2020-12-16,Trata,Persona desaparecida,Victima directa,,Córdoba,Villa Carlos Paz,Mujer,24,No,,14
8455849415,2020-12-16,Trata,Persona desaparecida,Acusado,,,,Mujer,45,No,,
9455849415,2020-12-16,Trata,Aparición,Victima directa,,Santa Fe,Villa Gobernador Galvez,Mujer,16,No,,82
2555849415,2020-12-16,Trata,Explotación laboral,Acusado,,,,Hombre,0,No,,
2555849415,2020-12-16,Trata,Explotación laboral,Acusado,,,,Hombre,0,No,,
4555849415,2020-12-16,Trata,"Explotación sexual niñas, niños y adolescentes",Acusado,,Santa Fe,Rosario,Hombre,45,No,,82
7565849415,2020-12-16,Trata,Explotación sexual,Acusado,,Mendoza,SAN JOSE DE GUAYMALLEN,Travesti,0,No,,50
594949415,2020-12-17,Trata,Explotación laboral,Acusado,,,,Mujer,0,No,,
4505949415,2020-12-17,Trata,Oferta laboral engañosa,Acusado,,Buenos Aires,Burzaco,,0,No,,06
2505949415,2020-12-17,Trata,Explotación sexual,Acusado,,,,,50,No,,
4515949415,2020-12-18,Trata,Explotación laboral,Victima directa,,,,Hombre,41,No,,
4515949415,2020-12-18,Trata,Explotación laboral,Victima directa,,,,Mujer,36,No,,
4515949415,2020-12-18,Trata,Explotación laboral,Acusado,,,,Hombre,0,No,,
4525949415,2020-12-19,Trata,Explotación laboral,Acusado,,,,,42,No,,
1525949415,2020-12-18,Trata,Explotación sexual,Victima directa,,,,Mujer,18,No,,
8445949415,2020-12-19,Trata,"Explotación sexual niñas, niños y adolescentes",Acusado,,Buenos Aires,,Hombre,65,No,,06
8445949415,2020-12-19,Trata,"Explotación sexual niñas, niños y adolescentes",Acusado,,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Hombre,75,No,,02
8445949415,2020-12-19,Trata,"Explotación sexual niñas, niños y adolescentes",Acusado,,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Mujer,50,No,,02
4555949415,2020-12-20,Trata,"Explotación sexual niñas, niños y adolescentes",Acusado,,Corrientes,Corrientes,Mujer,50,No,,18
4555949415,2020-12-20,Trata,"Explotación sexual niñas, niños y adolescentes",Acusado,,Buenos Aires,San Nicolás de Los Arroyos,Hombre,50,No,,06
4565949415,2020-12-21,Trata,"Explotación sexual niñas, niños y adolescentes",Victima directa,,Buenos Aires,Zarate,Mujer,14,No,,06
4565949415,2020-12-21,Trata,"Explotación sexual niñas, niños y adolescentes",Acusado,,,,Hombre,37,No,,
3575949415,2020-12-21,Trata,Explotación laboral,Victima directa,,Santiago del Estero,Añatuya,Hombre,14,No,,86
3575949415,2020-12-21,Trata,Explotación laboral,Acusado,,,,Hombre,45,No,,
7575949415,2020-12-21,Trata,Explotación sexual,Acusado,,,,Hombre,50,No,,
3584059415,2020-12-21,Trata,Explotación sexual,Acusado,,Córdoba,Sampacho,Hombre,50,No,,14
9494059415,2020-12-21,Trata,Explotación laboral,Victima directa,,,,Hombre,20,No,,
594059415,2020-12-21,Trata,Grooming,Acusado,,,,Hombre,25,No,,
1594059415,2020-12-21,Trata,Explotación laboral,Acusado,,,,Hombre,38,No,,
525059415,2020-12-23,Trata,Explotación sexual,Victima directa,,Buenos Aires,Berazategui,Mujer,36,No,,06
525059415,2020-12-23,Trata,Explotación sexual,Acusado,,,,Hombre,30,No,,
525059415,2020-12-23,Trata,Explotación sexual,Acusado,,,,Hombre,0,No,,
3525059415,2020-12-23,Trata,Explotación sexual,Victima directa,,Santa Catarina,Guatambú,Mujer,20,No,,
7545059415,2020-12-25,Trata,"Explotación sexual niñas, niños y adolescentes",Acusado,Argentina,Córdoba,Córdoba,Hombre,33,No,,14
9465059415,2020-12-26,Trata,Persona desaparecida,Victima directa,,,,Mujer,16,No,,
9465059415,2020-12-26,Trata,Persona desaparecida,Acusado,,,,Hombre,26,No,,
2594159415,2020-12-28,Trata,Explotación sexual,Acusado,,,,Mujer,30,No,,
3594159415,2020-12-28,Trata,Ciberdelito,Acusado,,Buenos Aires,EL THOMPSON,Hombre,40,No,,06
505159415,2020-12-29,Trata,Posible captación,Victima directa,Argentina,Salta,Salta,Mujer,19,No,,66
1505159415,2020-12-29,Trata,Posible captación,Victima directa,,Buenos Aires,Virreyes,Mujer,37,No,,06
4505159415,2020-12-29,Trata,Explotación laboral,Victima directa,,,,Hombre,59,No,,
2515159415,2020-12-29,Trata,Posible captación,Victima directa,,,,Mujer,18,No,,
2515159415,2020-12-29,Trata,Posible captación,Acusado,,,,Hombre,50,No,,
5515159415,2020-12-30,Trata,Oferta laboral engañosa,Victima directa,,,,Mujer,43,No,,
5515159415,2020-12-30,Trata,Oferta laboral engañosa,Acusado,,Mendoza,Junín,Hombre,0,No,,50
8415159415,2020-12-29,Trata,"Explotación sexual niñas, niños y adolescentes",Acusado,Argentina,,,Mujer,37,No,,
8484259415,2021-01-03,Trata,Explotación sexual,Acusado,,,,,0,No,,
2584259415,2021-01-03,Trata,Oferta laboral engañosa,Acusado,,,,Mujer,0,No,,
4505259415,2021-01-05,Trata,Reducción a la servidumbre o situaciones análogas,Victima directa,,,,Mujer,25,No,,
5505259415,2021-01-05,Trata,Grooming,Victima directa,Argentina,Buenos Aires,Ituzaingó,Mujer,9,No,,06
5505259415,2021-01-05,Trata,Grooming,Victima indirecta - familiar,Argentina,Buenos Aires,San Antonio de Padua,Hombre,31,No,,06
7505259415,2021-01-05,Trata,Explotación sexual,Acusado,,Buenos Aires,,Hombre,40,No,,06
7505259415,2021-01-05,Trata,Explotación sexual,Victima directa,,Buenos Aires,Bella Vista,Mujer,60,No,,06
2515259415,2021-01-05,Trata,Ofrecimiento,Acusado,,,,Hombre,50,No,,
4515259415,2021-01-06,Trata,Posible captación,Acusado,,,,Hombre,50,No,,
4515259415,2021-01-06,Trata,Posible captación,Victima directa,,,,Mujer,15,No,,
9425259415,2021-01-06,Trata,Explotación sexual,Acusado,,,,Travesti,40,No,,
6515259415,2021-01-06,Trata,Explotación sexual,Victima directa,,,,Mujer,27,No,,
6515259415,2021-01-06,Trata,Explotación sexual,Acusado,,,,Hombre,37,No,,
3525259415,2021-01-06,Trata,Posible captación,Acusado,,,,Hombre,50,No,,
3525259415,2021-01-06,Trata,Posible captación,Victima directa,,,,Mujer,15,No,,
525259415,2021-01-06,Trata,Explotación sexual,Acusado,,,,,60,No,,
525259415,2021-01-06,Trata,Explotación sexual,Acusado,,,,Mujer,75,No,,
525259415,2021-01-06,Trata,Explotación sexual,Acusado,,,,Mujer,73,No,,
525259415,2021-01-06,Trata,Explotación sexual,Acusado,,,,Hombre,0,No,,
525259415,2021-01-06,Trata,Explotación sexual,Acusado,,,,Hombre,0,No,,
5525259415,2021-01-06,Trata,Otro,Acusado,,Santa Fe,Rosario,,0,No,,82
4525259415,2021-01-06,Trata,"Explotación sexual niñas, niños y adolescentes",Victima directa,,,,Mujer,16,No,,
535259415,2021-01-06,Trata,"Explotación sexual niñas, niños y adolescentes",Acusado,,Buenos Aires,San Nicolás de Los Arroyos,Hombre,51,No,,06
1535259415,2021-01-06,Trata,Explotación sexual,Victima directa,,,,Mujer,19,No,,
7545259415,2021-01-07,Trata,Explotación sexual,Acusado,,,,Hombre,22,No,,
7545259415,2021-01-07,Trata,Explotación sexual,Acusado,,,,Hombre,60,No,,
1555259415,2021-01-08,Trata,Persona desaparecida,Victima directa,,,,Mujer,16,No,,
2555259415,2021-01-08,Trata,Persona desaparecida,Victima directa,,,,Mujer,16,No,,
7555259415,2021-01-08,Trata,Persona desaparecida,Victima directa,,Santa Fe,Santo Tomé,Mujer,22,No,,82
7555259415,2021-01-08,Trata,Persona desaparecida,Victima directa,,Santa Fe,Santo Tomé,Hombre,2,No,,82
1565259415,2021-01-08,Trata,Explotación laboral,Acusado,,,,Mujer,40,No,,
7594359415,2021-01-11,Trata,"Explotación sexual niñas, niños y adolescentes",Acusado,,Buenos Aires,La Plata,Mujer,40,No,,06
7594359415,2021-01-11,Trata,"Explotación sexual niñas, niños y adolescentes",Victima directa,,Buenos Aires,La Plata,Mujer,14,No,,06
3515359415,2021-01-11,Trata,"Explotación laboral niñas, niños y adolescentes",Acusado,,Buenos Aires,La Plata,Mujer,40,No,,06
3515359415,2021-01-11,Trata,"Explotación laboral niñas, niños y adolescentes",Victima directa,,Buenos Aires,La Plata,Mujer,15,No,,06
6535359415,2021-01-12,Trata,Explotación sexual,Victima directa,,,,Mujer,17,No,,
8445359415,2021-01-12,Trata,Explotación sexual,Acusado,,,,Hombre,35,No,,
9445359415,2021-01-12,Trata,Oferta laboral engañosa,Acusado,,,,Hombre,30,No,,
1555359415,2021-01-13,Trata,Oferta laboral engañosa,Acusado,,,,Hombre,0,No,,
4555359415,2021-01-13,Trata,Persona desaparecida,Victima directa,,Buenos Aires,La Plata,Mujer,13,No,,06
3555359415,2021-01-13,Trata,Explotación sexual,Victima directa,,,,Mujer,16,No,,
2565359415,2021-01-13,Trata,Explotación sexual,Acusado,,Mendoza,Luján de Cuyo,,0,No,,50
1594459415,2021-01-14,Trata,Explotación sexual,Victima directa,,,,Travesti,30,No,,
1594459415,2021-01-14,Trata,Explotación sexual,Acusado,,,,Hombre,30,No,,
2505459415,2021-01-14,Trata,Persona desaparecida,Victima directa,Argentina,,,Mujer,42,No,,
4515459415,2021-01-15,Trata,Posible captación,Acusado,,Buenos Aires,Ciudad Autónoma de Buenos Aires,Hombre,33,No,,06
5515459415,2021-01-15,Trata,Posible captación,Victima directa,,,,Mujer,18,No,,
5515459415,2021-01-15,Trata,Posible captación,Acusado,,,,Mujer,30,No,,
9425459415,2021-01-15,Trata,Explotación sexual,Acusado,,,,Mujer,40,No,,
8425459415,2021-01-15,Trata,Sin especificar,Victima directa,,,,Mujer,38,No,,
8425459415,2021-01-15,Trata,Sin especificar,Victima directa,,,,Hombre,17,No,,
8425459415,2021-01-15,Trata,Sin especificar,Victima directa,,,,Hombre,9,No,,
8425459415,2021-01-15,Trata,Sin especificar,Acusado,,,,Hombre,0,No,,
6525459415,2021-01-15,Trata,Explotación laboral,Acusado,,,,Mujer,40,No,,
8435459415,2021-01-15,Trata,"Explotación sexual niñas, niños y adolescentes",Acusado,,Córdoba,Valle de Anisacate,Hombre,50,No,,14
535459415,2021-01-16,Trata,Oferta laboral engañosa,Acusado,,,,Hombre,40,No,,
1555459415,2021-01-17,Trata,Persona desaparecida,Victima directa,Argentina,Santa Fe,Rosario,Mujer,40,No,,82
4555459415,2021-01-17,Trata,Persona desaparecida,Victima directa,Argentina,Santa Fe,Rosario,Mujer,40,No,,82
